sample,beta1,beta2,beta3,xi,delta1,chi,zeta1,zeta2,zeta3,beta_constraint_pass,max_excess,probe_pass
1232,-0.346052,-1.77616,0.116757,3.11091,0.0128198,0.0069737,0.00367169,-0.00370876,-0.0138103,1,0.196587,1
1233,-0.946209,-0.89145,0.743147,2.95183,-0.0249656,-0.00370207,0.00833202,0.010655,0.0157454,0,inf,0
1234,0.430967,-0.600122,-0.29438,0.265799,0.0155733,-0.000957449,0.0139745,0.015546,0.0123038,0,inf,0
1235,0.892259,-0.456741,-0.501309,4.81063,0.0225458,0.00577052,-0.0476314,-0.00242401,-0.00692036,0,inf,0
1236,0.236987,-2.51853,-0.897668,0.615431,-0.0134003,0.0069394,0.00647956,-0.0146738,-0.0356717,1,0.82863,0
1237,-0.742189,-0.488378,0.49932,0.0315364,0.0112849,0.00511778,-0.00406956,-0.000929768,-0.00209141,0,inf,0
1238,-0.875635,-1.86043,-0.932285,0.028294,0.0106341,-0.000418144,0.00466511,0.0139593,0.0242863,1,11.1114,0
1239,-0.644288,-2.61976,-0.950234,0.0295622,0.019877,-0.00308138,0.0480364,-0.0103933,-0.0120928,1,11.7444,0
1240,-0.217795,-0.664467,-0.598335,0.512404,0.0100404,0.00857427,-0.0203836,0.00573221,-0.0177278,1,0.101007,1
1241,0.5555,-2.13124,-0.223562,0.892514,-0.0203229,-0.0029523,-0.0283664,0.0013517,0.0252814,1,0.100988,1
1242,-0.638021,-2.08901,-0.364748,0.0322609,0.0220798,-0.00507521,0.00189746,0.00312245,0.0212524,1,9.61107,0
1243,0.860335,-1.97801,0.40576,0.0852768,0.0209667,-0.000221352,-0.0181105,0.00548922,-0.0450603,1,1.05905,0
1244,-0.0347146,-1.52207,0.222338,0.192395,0.00374793,-0.00170142,-0.0447368,0.00627628,0.0302843,1,0.100987,1
1245,0.755854,-2.72802,-0.842965,2.51661,0.0137377,0.00330978,-0.0217263,-0.0139053,-0.0131682,1,0.100987,1
1246,-0.287529,-0.979476,-0.604224,0.0225651,0.0103027,0.00777312,-0.0363241,-0.017676,-0.0454578,1,2.40824,0
1247,0.326503,-1.01178,0.984619,0.0162585,0.0235248,-0.00602391,-0.0360215,-0.0206912,0.00817019,1,3.57206,0
1248,-0.443232,-1.41543,0.76517,0.733134,0.00681064,0.00612974,0.0127676,-0.00237918,0.0388237,1,0.750613,0
1249,0.333344,-0.714563,-0.616204,0.143446,-0.00646544,0.00413688,0.0233422,0.00302064,-0.0238959,0,inf,0
1250,-0.538186,-1.97547,0.951347,0.387966,0.0149595,-0.00381632,-0.000817191,-0.0121363,-0.0311791,1,2.19937,0
1251,-0.601551,-1.09883,-0.673462,0.196426,0.0210197,-0.0029369,0.00809385,0.00468819,-0.0421747,1,2.00431,0
1252,-1.17245,-2.12004,0.115067,0.0385881,0.00674128,0.00710359,-0.00900036,0.0162428,0.0480914,1,11.5058,0
1253,0.0689223,-1.97789,-0.168717,1.39033,-0.0167545,0.00412311,-0.00232256,0.000461109,0.0249412,1,inf,0
1254,-0.519922,-0.86366,-0.0238252,2.91974,0.0158304,0.00180822,0.0230411,-0.0207823,-0.0382667,1,inf,0
1255,0.632871,-2.14216,0.740983,0.0455303,0.0233084,0.000728399,-0.028323,0.000596243,0.0344595,1,0.168931,1
1256,-0.366336,-1.8242,0.427409,0.0655347,-0.002297,9.80045e-05,0.0338251,-0.00874204,0.00489087,1,4.54718,0
1257,0.117096,-1.40617,-0.450519,0.0642243,0.00295384,-0.00424658,0.0194125,0.00991654,0.0436229,1,0.613438,0
1258,0.575724,-1.69051,-0.960508,0.252416,0.0198858,0.00156199,0.00816416,0.00802499,0.0374093,1,0.100898,1
1259,-0.0136011,-2.58745,0.109126,0.445656,0.00891253,-0.00667121,0.0222962,-0.00527948,0.0128746,1,1.49735,0
1260,-0.277202,-1.36442,-0.282224,0.057597,0.00734373,-0.00622876,-0.00359212,0.00689543,-0.0202047,1,2.05917,0
1261,-1.33841,-2.63995,0.730385,0.0122522,0.00360305,-0.00866247,0.0361533,-0.00287825,-0.00714032,1,inf,0
1262,-0.527583,-2.84548,0.00410837,0.0514771,-0.00551556,-0.00819316,-0.00358501,0.0186596,0.0468831,1,8.81558,0
1263,-0.588221,-1.8624,0.415685,0.122928,0.00235649,0.00223888,0.0211423,-0.000735329,0.0411016,1,4.19905,0
1264,-0.146075,-1.79909,-0.285969,0.0896306,0.017754,0.00816755,-0.0482114,0.000651859,-0.0310616,1,3.35608,0
1265,-1.06804,-0.687615,0.92365,2.34051,-0.0174724,-0.00397376,-0.0498107,0.000977791,0.0196135,0,inf,0
1266,0.170803,-0.795077,0.630365,0.109971,-0.0221968,-0.00740188,0.00276754,-0.0199211,0.0431392,1,0.409828,0
1267,-0.324984,-2.22339,-0.0604511,0.567818,-0.0170427,0.00629074,0.0144671,0.0151602,0.0259607,1,1.58741,0
1268,-1.03435,-1.54062,0.78335,0.0599989,-0.0164697,0.00821826,-0.0474357,-0.0169952,-0.0316478,1,7.49273,0
1269,0.488615,-2.21742,-0.961677,0.313484,0.0174872,0.00428822,0.0294122,0.0125983,0.00672679,1,0.100781,1
1270,0.499683,-0.642749,0.526406,0.035958,0.0149485,0.00274013,0.00215562,0.017262,-0.0316145,0,inf,0
1271,-0.735439,-1.3206,-0.687665,0.0245678,0.0219921,-9.40641e-05,-0.0339975,0.00728394,0.00308043,1,8.86843,0
1272,-1.0745,-2.46454,-0.566811,0.213522,0.0163985,-0.00444372,-0.0379828,-0.00865579,-0.0259071,1,4.79538,0
1273,-0.814068,-1.23958,0.486287,0.249423,0.0189278,0.00308457,0.0377205,0.00181469,-0.0158527,1,2.60014,0
1274,-1.41546,-0.654351,-0.995047,0.0261227,0.0173953,0.00185578,0.0345332,0.00649005,-0.000527782,0,inf,0
1275,-0.745435,-0.890191,-0.483544,0.58086,-0.0157746,0.00624954,0.00217014,-0.0078024,0.0167042,0,inf,0
1276,0.785982,-1.42162,-0.579885,0.970664,-0.00760414,-0.000974658,0.0217731,0.0173393,-0.000489407,1,0.101006,1
1277,-0.292196,-2.56149,-0.465156,0.0170293,-0.00940473,-0.00695425,-0.0282461,0.00287426,0.0496492,1,12.4889,0
1278,-0.572685,-2.47035,-0.0910545,0.252884,-0.00792041,0.00624781,0.010046,-0.0143929,0.0380136,1,3.41455,0
1279,-0.525556,-2.75125,0.7198,0.513147,0.0203782,0.00420848,0.044704,-0.0204388,0.0244839,1,2.40789,0
1280,-1.1981,-2.69207,-0.824964,3.07596,0.0233148,0.00371063,-0.0262348,0.00879138,-0.0150792,1,0.960336,0
1281,-0.486137,-0.975028,-0.271897,2.51069,0.0137806,-0.00209085,-0.0209771,0.0169234,0.0402323,1,0.108027,1
1282,0.687113,-1.16914,-0.492205,0.041209,0.0138387,-0.002278,-0.049715,-0.0200371,-0.0490055,0,inf,0
1283,-1.14512,-2.08168,-0.435677,0.169427,-0.00700197,0.000495853,0.027904,0.00415554,-0.0108688,1,5.11856,0
1284,-0.201271,-2.27313,-0.85737,2.54647,0.00906747,-0.00574111,-0.00822502,0.0049897,0.0136256,1,0.257087,1
1285,0.00890145,-0.46271,-0.0394879,0.137133,0.00667143,0.00277506,-0.0300805,0.0112,0.0476473,0,inf,0
1286,-0.255508,-1.60305,-0.900515,1.57845,0.0112964,-0.00203535,-0.026919,-6.9392e-05,0.0487562,1,0.192602,1
1287,0.848386,-0.393361,-0.512788,6.50981,0.00269151,0.00319926,-0.000931488,-0.0190707,0.0103952,0,inf,0
1288,0.888201,-1.52119,0.595897,0.174396,-0.011693,-0.00716163,-0.0216013,-0.0155151,-0.00787524,1,0.100928,1
1289,0.13056,-2.07064,0.123968,2.90655,-0.0188746,-0.00788399,-0.0245786,-0.0071686,-0.0256749,1,0.101106,1
1290,-1.03746,-0.55057,-0.647837,0.20146,-0.0223217,0.00846542,-0.046973,0.00303145,-0.0306059,0,inf,0
1291,0.968129,-2.03033,-0.13809,2.74131,-0.00645292,-0.00374848,-0.0290228,0.00573242,-0.0375459,1,0.100844,1
1292,0.0998249,-0.815626,0.881571,0.068966,-0.0206872,0.00126187,0.0256256,0.0186331,0.027094,1,1.69798,0
1293,0.51731,-2.29185,0.721202,1.58221,0.0149178,0.00537696,-0.0236666,-0.0126602,0.010754,1,0.100991,1
1294,-1.40938,-0.703317,0.0415669,1.03934,-0.0122766,-0.00439149,0.0248158,-0.0116387,0.013803,0,inf,0
1295,-0.96976,-2.21303,-0.263647,0.184481,-0.0124722,-0.004316,-0.00300143,-0.00954568,0.0430177,1,4.71576,0
1296,-0.0384474,-0.566609,0.996055,1.58762,-0.00694601,-0.00897776,0.0239207,0.00219247,0.0334416,1,0.100995,1
1297,-0.0447282,-2.14403,0.315995,1.35043,0.00232524,-0.00770973,-0.0210343,-0.0189985,-0.0463275,1,0.472941,0
1298,-0.862352,-0.58238,0.809368,6.85296,0.0157905,-0.00766007,0.0428707,-0.00346063,0.0184822,0,inf,0
1299,-0.324368,-0.557138,-0.14075,1.93433,0.0124485,-0.0030192,-0.033889,0.00143526,0.0245195,0,inf,0
1300,-0.316604,-2.17777,0.0846353,0.176264,-0.0208578,0.00144979,0.048762,0.005025,-0.0356528,1,3.04099,0
1301,-0.776703,-1.87846,-0.61096,0.72386,0.00790648,-0.00227286,-0.00713904,0.0145917,-0.0107169,1,1.5701,0
1302,-0.408888,-0.850145,0.645077,0.54654,0.00782042,0.00783348,0.00241392,0.00591622,0.0467701,1,0.100986,1
1303,-0.64269,-1.88373,-0.11746,0.349737,0.00097154,0.00498407,0.00421971,-0.0117269,-0.0048481,1,2.41761,0
1304,0.562542,-1.07648,-0.378383,2.60742,-0.0126647,-0.00317686,-0.0411702,0.0050441,-0.00981063,1,0.10101,1
1305,0.51257,-2.09306,-0.386693,3.04007,-0.00221949,-0.00167927,0.0390216,-0.00279197,0.00323725,1,0.100769,1
1306,0.80049,-2.93129,-0.219441,4.8387,0.00217568,0.00637101,0.0489167,0.0193708,0.0295165,1,0.100987,1
1307,-1.24753,-2.75156,0.878086,0.248899,-0.0172129,0.00264764,0.000732653,0.00579183,-0.0131014,1,4.88572,0
1308,0.530997,-2.11444,0.392054,0.367735,0.0177894,-0.00745292,-0.0392852,-5.37532e-05,0.00687527,1,0.10101,1
1309,0.412315,-0.87372,0.691027,2.62726,0.00934688,-0.00198451,-0.0140378,0.0145971,-0.0404083,0,inf,0
1310,-0.507735,-0.387171,-0.879939,0.475929,0.0179619,0.00343923,0.00387716,0.0197849,0.0260666,0,inf,0
1311,0.550776,-0.569683,0.962174,0.0123964,0.0166102,0.00265424,0.0292816,-0.011651,-0.0252377,0,inf,0
1312,0.624677,-1.44869,-0.297754,4.43824,-0.00107285,-0.00149808,-0.0277941,-0.0160643,-0.0447148,1,0.100991,1
1313,0.732949,-1.64638,0.248241,0.026277,0.0126654,0.00550815,-0.049564,-0.0180877,0.00595467,1,1.41142,0
1314,-0.800648,-1.63808,-0.79633,0.134957,-0.0130298,-0.00509902,0.0426084,-0.0153288,0.045502,1,4.31679,0
1315,0.513558,-2.81175,-0.824014,7.84518,-0.0143149,-0.00839312,-0.012301,-0.00241291,0.00939236,1,4.68179,0
1316,-0.985105,-2.46036,-0.250555,0.318943,-0.00502639,-0.00393696,-0.0256564,-0.010721,-0.0449215,1,3.6968,0
1317,-0.314962,-2.03276,0.312208,0.542005,0.0185885,-0.00724297,0.0402397,0.0148828,-0.0016689,1,1.32705,0
1318,0.71707,-1.72886,-0.606707,0.235309,0.0180533,0.00837622,0.015066,0.00523555,0.027026,1,0.100765,1
1319,0.894135,-1.63629,-0.895259,0.0117425,0.00953624,-0.00012835,0.0234283,-0.00159085,0.0326944,1,0.10076,1
1320,-0.212188,-2.58349,-0.277669,3.19274,-0.0240457,0.0062368,0.0498746,-0.015041,0.0172515,1,0.372743,0
1321,-0.865429,-1.00878,-0.319842,0.0104248,-0.0144621,0.00869245,0.0178232,0.00653753,0.0315661,0,inf,0
1322,-0.538748,-2.97133,0.992549,0.012535,-0.00188193,-0.00603338,-0.0238834,0.0156236,-0.0442465,1,inf,0
1323,-1.14981,-2.83621,-0.778173,0.117293,-0.0245443,0.00195762,-0.0326551,-0.0165754,0.0109993,1,7.20501,0
1324,-0.827914,-2.74016,0.203429,2.46473,-0.00230622,-0.00701927,-0.00587882,-0.0101771,0.0116817,1,0.844403,0
1325,-0.432868,-1.9056,0.993774,0.0478925,0.00447341,-0.00099667,0.0218025,0.0109453,-0.015652,1,6.07615,0
1326,0.303768,-1.41785,-0.363642,0.0104613,-0.011565,0.00738549,-0.0492511,-0.0189808,-0.0430965,1,inf,0
1327,-0.448042,-0.856763,0.800623,0.0367841,0.0220502,-0.00743632,-0.000388125,-0.0112971,-0.0141632,1,12.9154,0
1328,0.168481,-0.314298,-0.155646,0.601092,0.0143519,0.008252,0.0378586,-0.0136289,0.00647084,0,inf,0
1329,0.720315,-0.697605,0.585802,0.041961,-0.0236289,-0.000259201,0.0407643,0.0163086,0.0105536,0,inf,0
1330,0.788956,-2.38265,0.245535,0.497784,-0.0247319,0.00791107,-0.049828,-0.0162415,-0.0458716,1,0.101017,1
1331,-1.18932,-1.2628,0.714349,0.235268,0.0222608,-0.00521129,0.0297037,-0.00500091,0.0472129,0,inf,0
1332,-0.215888,-1.842,-0.095552,0.327819,-0.0150506,0.00585524,-0.00263333,-0.0168659,0.00789472,1,1.26715,0
1333,-1.24785,-1.22305,-0.507728,0.100119,-0.00767462,0.00195416,-0.0407612,-0.00223583,0.0359356,0,inf,0
1334,-0.355106,-0.95343,-0.86209,5.12896,-0.00222394,0.00491561,-0.00369376,0.00806821,0.00738186,1,0.100988,1
1335,0.543425,-2.62995,-0.313873,6.42289,-0.0225895,0.00686101,0.0316793,0.011482,-0.0496446,1,0.10101,1
1336,-0.867664,-1.80335,-0.211376,0.244165,0.00603376,0.00275363,0.0372602,-0.0196444,-0.0355377,1,3.44833,0
1337,0.790411,-1.519,0.910146,0.801463,-0.00167294,-0.00257764,0.0346526,-0.00331616,0.0384241,1,0.101016,1
1338,-0.0969329,-1.66055,0.172763,3.38397,-0.0170062,-0.00323475,0.043647,0.0168529,0.00590268,1,inf,0
1339,-1.41595,-2.07906,0.202793,0.485361,-0.0128998,0.00714251,0.0433682,-0.0123235,-0.0378317,1,3.16943,0
1340,-0.702776,-1.15204,-0.973011,7.00286,-0.0154758,-0.00371616,-0.0223755,0.00170927,-0.0107053,1,0.100943,1
1341,0.313057,-0.397181,0.914412,0.0184289,-0.00898622,0.0038144,-0.0467628,0.000684597,-0.0462485,0,inf,0
1342,0.793864,-2.91838,0.370473,0.417078,0.0126978,-0.00364622,-0.0300392,0.0107144,0.04891,1,0.100989,1
1343,0.0577711,-1.48476,0.836939,0.0172393,0.0073725,-0.00172988,0.0373003,-0.0179123,-0.0374663,1,2.52024,0
1344,0.74266,-2.73386,-0.0294766,3.70341,0.014605,-0.00698212,-0.0323788,-0.00622814,0.0470419,1,0.100795,1
1345,-0.909319,-1.69479,-0.541307,1.81717,-0.00645018,-0.000491503,-0.000890436,-0.00700005,-0.0431133,1,0.907412,0
1346,-1.42801,-2.50313,-0.202941,7.04968,-2.41934e-06,0.000231278,-0.0262276,-0.0124894,0.030721,1,0.363313,0
1347,-0.109671,-2.04402,0.897764,0.0242399,-0.0210327,0.00323017,-0.0355838,-0.000196741,-0.0249898,1,6.14341,0
1348,-0.343807,-1.4714,-0.228212,0.328724,0.0167263,-0.000283487,-0.0311191,0.0163203,-0.043855,1,1.17422,0
1349,0.457286,-1.1358,-0.355585,0.0236339,-0.0176538,-0.00119806,0.00578507,-0.00473363,-0.0447572,1,0.100758,1
1350,-1.0178,-2.04581,0.492335,0.119253,-0.0177677,0.000664422,0.0126089,-0.00855804,-0.0112865,1,5.80221,0
1351,0.557548,-2.32068,0.666942,0.150503,-0.00716127,0.00289396,0.00474235,0.0133383,0.0451723,1,0.280078,1
1352,-1.04248,-2.91106,0.770649,0.112045,-0.00553046,0.00371227,0.0327552,0.00434773,-0.0406569,1,7.20773,0
1353,-0.902432,-2.51352,0.66051,2.04726,0.010916,0.00382358,-0.0459093,0.0106366,-0.00339333,1,0.96987,0
1354,-0.873506,-2.15634,0.468902,0.0229463,0.00924806,-0.00643432,0.0371775,0.00243625,0.0301378,1,13.2782,0
1355,0.0830997,-0.455479,-0.58115,0.474962,-0.00216821,-0.00461809,-0.020648,0.0118446,-0.0186707,0,inf,0
1356,-0.709821,-1.62251,-0.786925,0.0405978,0.0039184,-0.00381694,0.0443953,0.00122633,0.0387392,1,7.62009,0
1357,-1.38905,-2.69751,0.709579,0.05775,0.0102025,0.00778783,0.0082841,0.00498844,-0.0454938,1,10.9767,0
1358,0.113186,-1.22111,0.270987,0.0300061,-0.0226876,-0.00560406,-0.00235083,-0.0185079,0.0215692,1,1.03391,0
1359,0.790564,-2.99144,0.0466239,3.8304,-0.021837,0.00231333,-0.0389123,0.0103261,-0.0348062,1,0.100995,1
1360,-1.09576,-1.73308,0.919876,0.0102846,-0.00345743,0.00100945,-0.0141816,0.00444134,0.0216294,1,inf,0
1361,0.866833,-1.19459,0.619923,0.0161305,-0.0032661,-0.00648084,-0.00903927,0.00805588,0.0440832,0,inf,0
1362,-0.623699,-1.08467,-0.469232,0.0330473,0.0183281,-0.00765151,0.00619377,-0.0138667,-0.0134348,1,5.62713,0
1363,-0.825678,-0.853837,-0.807821,0.473579,-0.0124797,-0.00238222,0.0282146,0.0188863,-0.000868637,0,inf,0
1364,-1.21284,-1.09982,-0.633777,0.0179475,-0.00155387,0.00601055,0.00641683,0.0128754,-0.0323866,0,inf,0
1365,-0.853565,-0.742682,0.0842589,8.72775,0.0200907,0.00313399,-0.0176067,0.013568,-0.00361463,0,inf,0
1366,-1.19506,-2.7835,-0.518457,0.92438,-0.00472367,-0.000237283,0.0315872,0.0100458,-0.0437651,1,2.20599,0
1367,-1.00682,-2.66063,0.0566834,0.198365,0.0188429,0.00308056,0.0242591,0.00970774,-0.00715812,1,5.01381,0
1368,0.43382,-2.24578,0.937752,0.101331,-0.0141307,0.00455352,0.00237282,-0.00436244,0.020754,1,0.125626,1
1369,0.320493,-1.56104,0.860224,0.0100849,0.007452,-0.00161377,-0.0208922,-0.0078409,-0.0122052,1,2.20409,0
1370,0.993783,-1.60831,-0.618675,0.380988,0.0122846,0.00523356,0.017769,0.00776473,0.0254493,1,0.100869,1
1371,-0.189373,-1.72225,-0.962956,2.90917,0.0182996,-0.00574448,0.0366345,-0.00601811,-0.0191409,1,0.304741,0
1372,-1.17448,-0.974193,-0.841319,0.457111,0.00284744,-0.00892439,0.0433963,0.0159577,0.0453041,0,inf,0
1373,-0.918327,-2.45928,-0.830427,1.42082,-0.0127568,0.00457879,0.0113835,0.00722088,0.0330773,1,1.43944,0
1374,0.76661,-2.7149,-0.364261,2.89822,-0.0206638,-1.99119e-05,0.0473283,0.0177512,0.0181801,1,0.100985,1
1375,0.588108,-2.43429,0.549573,0.0143799,0.0134974,-0.00537236,-0.0324285,-0.0030403,-0.0168318,1,2.75207,0
1376,0.0465618,-0.638633,-0.922299,0.155851,0.0150992,0.00341411,0.0326012,0.00768657,-0.0225386,1,0.144929,1
1377,-0.563573,-1.18729,0.732957,0.0431194,-0.0133316,0.000342105,-0.0290438,0.00490155,-0.0147456,1,4.763,0
1378,-0.382215,-2.92501,0.250429,1.02589,0.0157452,0.00115378,-0.0383415,-0.0159395,-0.0223664,1,1.51355,0
1379,-0.264493,-1.07164,-0.813373,0.851223,0.0125867,0.00569686,0.00872854,-0.00908678,-0.00977884,1,0.100985,1
1380,-0.0709065,-0.664198,0.705943,5.77669,-0.0133908,0.00293989,0.0338602,-0.00235386,0.0193735,1,0.100998,1
1381,0.772056,-2.02115,-0.797446,0.0394,-0.00380972,0.00266434,-0.00510098,-0.00506676,0.0037948,1,0.100896,1
1382,0.446414,-2.65241,0.198656,0.162625,-0.00752558,0.00854789,-0.0226824,-0.00404611,0.0224163,1,9.86646,0
1383,-0.811878,-1.42553,-0.498487,0.178015,-0.0238129,-0.00547035,-0.0477878,0.00756748,-0.00345788,1,3.444,0
1384,-1.0404,-1.64979,0.378725,0.0271136,-0.0249126,-0.00380043,0.000736109,0.0107066,-0.0430864,1,11.7019,0
1385,0.290417,-1.62553,0.258322,0.0223879,-0.00571339,0.000852063,-0.0393242,-0.00196308,0.0311041,1,1.27223,0
1386,-0.342782,-0.962067,-0.0912964,0.576657,-0.0228502,0.00544847,-0.00776054,-0.00462137,0.00643124,1,0.100986,1
1387,-0.187245,-2.92131,0.882399,3.9827,-0.0195074,-0.00701856,0.00288395,0.0183095,0.0358993,1,0.412401,0
1388,-0.208139,-1.6577,-0.678063,0.0377549,-0.00135197,0.00630087,-0.0225569,-0.00989268,-0.0499143,1,6.03076,0
1389,0.257982,-0.461418,-0.000175465,5.22951,0.00573252,0.00156237,-0.0370921,0.013872,-0.0277843,0,inf,0
1390,-0.923852,-1.62507,-0.403698,0.0293651,0.00832289,0.00478082,-0.0230151,0.000116408,-0.0164791,1,10.4624,0
1391,0.0775926,-2.58653,-0.501995,7.04211,-0.0106875,0.00454695,-0.0216499,0.0202872,-0.0468716,1,0.100826,1
1392,-1.15662,-0.601284,-0.49038,0.0117085,-0.00686452,0.00868901,-0.00443368,-0.0190865,-0.0438205,0,inf,0
1393,0.657955,-1.78085,0.890014,0.404622,-0.0077567,-0.00224001,-0.00541153,-0.0113361,-0.0111154,1,0.100978,1
1394,-1.18341,-2.10826,-0.696182,0.503926,0.0165047,0.00861276,-0.0278959,0.0197855,0.0237199,1,2.83875,0
1395,-0.924885,-2.52773,0.355648,0.0915345,-0.003663,0.000522121,0.0167087,0.0189188,-0.00382055,1,7.20615,0
1396,0.20444,-1.56767,0.769437,5.48308,-0.0129616,0.00794051,0.000198624,-0.0187063,-0.0332773,1,0.100994,1
1397,-0.617139,-2.13066,0.130643,3.57735,0.0143248,-0.00857187,-0.00803111,-0.0115467,0.00638631,1,0.440314,0
1398,-0.0219762,-1.3469,-0.908767,0.103196,0.0192578,-0.00895811,-0.0220736,0.00602336,0.0136154,1,0.101044,1
1399,0.365328,-2.97708,-0.120419,5.54863,-0.00677139,-0.00581956,0.0425334,0.00157345,0.0489976,1,0.613917,0
1400,-0.378899,-2.70219,-0.70757,0.0217267,0.0153398,-0.00749716,0.0233934,0.00390526,0.0437119,1,12.1502,0
1401,-0.728067,-2.26164,-0.713135,0.0321858,-0.00883774,-0.00529501,-0.041915,0.00916154,-0.0154935,1,10.6612,0
1402,-0.154784,-2.03918,-0.0971171,4.30364,-0.00133256,-0.0022914,0.0122006,0.0139987,0.0491809,1,0.100992,1
1403,-0.382253,-2.12011,0.260716,2.72569,0.0200076,0.00468273,0.0254692,-0.0163234,-0.0167539,1,0.450769,0
1404,-0.53579,-1.4955,-0.895299,0.0316046,0.001821,0.00342924,-0.0359741,0.0160552,-0.0200357,1,6.79204,0
1405,0.247977,-2.79467,-0.853407,3.03193,-0.0181942,0.00222677,0.020815,-0.0100812,-0.00296646,1,0.100856,1
1406,-0.114071,-0.507723,0.993186,0.0519404,-0.0011446,-0.00390692,0.0185086,-0.0179533,0.0439802,1,0.351265,0
1407,-1.0576,-1.91387,0.820438,2.47187,0.0106393,0.00398213,0.027403,-0.0181698,-0.0287398,1,0.890246,0
1408,-0.271545,-2.25077,0.0952627,0.834476,0.00485744,-0.0078497,0.00174963,0.0188344,0.0243148,1,1.14052,0
1409,0.476652,-0.787632,-0.295672,0.23929,-0.0234933,0.00277813,0.0114352,-0.00241476,-0.0260902,0,inf,0
1410,-0.163717,-0.384279,-0.173306,0.0865004,0.00435616,-0.00536027,0.0188848,-0.0135165,-0.0498373,0,inf,0
1411,-1.32315,-1.81346,-0.313281,0.0126129,0.0217496,0.000745365,-0.0204296,-0.0150129,-0.00438055,1,inf,0
1412,0.52654,-0.859691,0.848377,0.515568,-0.0191747,-0.00173325,-0.0307797,0.0197387,-0.0071353,0,inf,0
1413,-0.756985,-1.13757,-0.232043,6.65564,-0.0194324,0.00414847,-0.00688512,-0.00079935,-0.0278982,1,0.100728,1
1414,-0.220595,-1.94384,-0.109588,0.868154,0.00975536,0.00361832,0.0419594,-0.00334341,-0.027198,1,0.772295,0
1415,-1.49722,-0.905839,-0.135942,5.81868,0.0214063,-0.00289758,-0.0316425,0.000770344,-0.0476274,0,inf,0
1416,0.375743,-1.44215,0.585099,0.125698,0.00264616,-0.00106741,-0.0323378,0.0152798,0.0454635,1,0.451927,0
1417,-0.304037,-2.12614,-0.182328,0.0562232,5.45467e-05,0.00751485,-0.012329,-0.019581,0.042693,1,5.43688,0
1418,-0.510396,-2.17577,-0.430129,0.676224,0.0148061,-0.00343822,-0.0415278,0.000669753,0.0193493,1,1.54721,0
1419,0.653662,-1.70153,-0.101886,0.368067,-0.012841,0.00353545,0.0374722,0.013613,0.0250853,1,0.100989,1
1420,-1.40873,-0.734938,-0.537326,0.498483,-0.00401147,0.00491021,-0.0374426,0.00351821,-0.0168108,0,inf,0
1421,-0.0560219,-2.53088,0.59467,0.0194601,0.0209736,0.000929913,-0.0413827,0.0207041,-0.0224822,1,9.24166,0
1422,-1.35199,-0.884811,0.424265,0.0915847,-0.0111385,-0.000995956,-0.0309094,0.0143059,0.0165834,0,inf,0
1423,0.758944,-2.50204,0.959706,0.121683,-0.0208359,-0.00307702,0.0402452,0.0039378,-0.00738424,1,0.18034,1
1424,-0.120792,-2.14808,-0.440604,0.0317292,-0.0157331,0.00347363,-0.0409799,0.00749779,-0.0288652,1,5.98107,0
1425,-0.544635,-2.71494,-0.688863,2.70961,-0.0213465,-0.00289338,0.00645021,-0.0159179,0.0477571,1,0.742038,0
1426,-0.265058,-1.37761,-0.150142,0.0188205,0.0170878,-0.00880325,-0.0432582,0.0161784,0.0300166,1,3.76987,0
1427,-1.3309,-1.15739,0.15156,1.38925,-0.02434,-0.00103255,-0.00763703,0.0154072,-0.0249816,0,inf,0
1428,0.0809184,-0.837198,0.296088,0.0745159,-0.00108294,-0.00240695,-0.0333122,-0.0170488,-0.0334101,1,0.886777,0
1429,-1.15391,-2.33623,0.929966,0.0765584,0.000852625,-0.00292791,-0.0311064,-0.0149747,0.000338282,1,8.3156,0
1430,-1.04201,-1.93144,-0.127835,0.103882,0.00378164,-0.00196203,-0.0338007,-0.0119056,-0.0327897,1,6.23639,0
1431,0.91254,-2.76946,0.525156,2.588,0.0103299,-0.00654363,-0.00960563,0.000378014,0.00585631,1,0.100936,1
1432,-0.837586,-1.17528,-0.117091,1.10809,0.000902734,0.000261623,-0.0288497,0.0002832,0.0482494,1,0.950952,0
1433,-0.405242,-0.834912,0.265394,0.228797,0.0165505,-0.00767764,0.0242413,0.0169644,-0.0298164,1,0.10099,1
1434,0.781844,-1.74481,-0.512019,0.27173,-0.0188834,-0.00715674,0.0474433,0.00145084,-0.0228783,1,0.100956,1
1435,-0.302181,-2.83531,0.135413,0.437633,-0.021132,-0.00245039,-0.0262473,-0.012997,0.0213722,1,2.34747,0
1436,0.767941,-0.826857,-0.0848024,0.0103931,0.00258688,-0.000704187,-0.00109106,-0.0137725,-0.033345,0,inf,0
1437,-0.365962,-0.451313,-0.108454,0.407366,-0.0228383,0.00487594,-0.0417918,0.00988366,-0.00815724,0,inf,0
1438,0.721979,-2.34907,0.360555,0.606253,-0.000612282,-0.0021204,-0.031677,0.00946705,-0.00136479,1,0.101031,1
1439,-0.0858426,-2.29974,0.944706,4.88325,0.0198263,-0.0016486,-0.0153132,-0.00505118,0.0118185,1,0.10098,1
