delta1,alpha2,kappa,B0,alpha1,alpha3,grid_shape,t_end,dt,scheme,bc,error,run_status,error_message,solver_exit_code,P_max,P_max_time,P_final,wall_time_s,C0,A,log10_A,P_valid
0.1428571428571428,-2.2948717948717947,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.428e+00 predicts growth factor 5.31e+204 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.428e+00 predicts growth factor 5.31e+204 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-2.230769230769231,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.328e+01 predicts growth factor 2.96e+288 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.328e+01 predicts growth factor 2.96e+288 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-2.166666666666667,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.569e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.569e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-2.1025641025641026,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=6.877e+00 predicts growth factor 2.19e+149 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=6.877e+00 predicts growth factor 2.19e+149 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-2.0384615384615383,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.033e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.033e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-1.9743589743589745,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=6.339e+00 predicts growth factor 4.54e+137 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=6.339e+00 predicts growth factor 4.54e+137 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-1.9102564102564104,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.864e+00 predicts growth factor 4.12e+105 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.864e+00 predicts growth factor 4.12e+105 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-1.8461538461538463,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.622e+00 predicts growth factor 4.56e+78 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.622e+00 predicts growth factor 4.56e+78 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-1.7820512820512822,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.128e+01 predicts growth factor 1.02e+245 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.128e+01 predicts growth factor 1.02e+245 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.1428571428571428,-1.717948717948718,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.3883848686626394e-08,50.0,1.3883848686626394e-08,1.02,1.3884e+00,2.221420e-03,-2.6534,true
0.1428571428571428,-1.653846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.630196424812733e-10,49.5,8.602089652875229e-10,1.02,8.6302e-02,1.380834e-04,-3.8599,true
0.1428571428571428,-1.5897435897435899,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.761078613385903e-09,46.0,1.6151721959859154e-09,1.08,3.7611e-01,6.017738e-04,-3.2206,true
0.1428571428571428,-1.5256410256410258,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.319801570533786e-09,38.0,6.080873872114797e-09,1.09,8.3198e-01,1.331171e-03,-2.8758,true
0.1428571428571428,-1.4615384615384617,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.5034739171030555e-08,43.0,2.1213718183228482e-09,1.0,1.5035e+00,2.405563e-03,-2.6188,true
0.1428571428571428,-1.3974358974358976,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.3545242384196428e-08,47.5,2.0214963060492563e-08,1.02,2.3545e+00,3.767247e-03,-2.4240,true
0.1428571428571428,-1.3333333333333335,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.3649282608593453e-08,32.0,2.926807290981037e-08,0.98,3.3649e+00,5.383896e-03,-2.2689,true
0.1428571428571428,-1.2692307692307694,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,4.592468535550262e-08,11.5,1.493880770637837e-08,1.04,4.5925e+00,7.347965e-03,-2.1338,true
0.1428571428571428,-1.2051282051282053,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,5.981189087288483e-08,37.0,3.532167703883182e-09,0.99,5.9812e+00,9.569922e-03,-2.0191,true
0.1428571428571428,-1.1410256410256412,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,7.624791206843565e-08,13.5,1.776175010148022e-08,0.98,7.6248e+00,1.219969e-02,-1.9137,true
0.1428571428571428,-1.076923076923077,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,9.416209756418647e-08,43.0,5.473208263670761e-08,0.98,9.4162e+00,1.506597e-02,-1.8220,true
0.1428571428571428,-1.012820512820513,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.1406274425696238e-07,46.0,9.852928886905826e-08,0.95,1.1406e+01,1.825008e-02,-1.7387,true
0.1428571428571428,-0.9487179487179489,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.3618648756441468e-07,16.5,1.3419610696200484e-07,0.96,1.3619e+01,2.178988e-02,-1.6617,true
0.1428571428571428,-0.884615384615385,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.5954948115902985e-07,18.0,1.5312521242210954e-07,1.01,1.5955e+01,2.552797e-02,-1.5930,true
0.1428571428571428,-0.8205128205128207,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.8545106500655882e-07,18.0,1.5331517702442613e-07,0.98,1.8545e+01,2.967223e-02,-1.5276,true
0.1428571428571428,-0.7564102564102564,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.1324507128620147e-07,19.5,1.3760452519184792e-07,0.93,2.1325e+01,3.411928e-02,-1.4670,true
0.1428571428571428,-0.6923076923076925,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.421239418242339e-07,21.0,1.1145028079180302e-07,0.98,2.4212e+01,3.873991e-02,-1.4118,true
0.1428571428571428,-0.6282051282051286,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.7403012038777437e-07,21.0,8.10451384433558e-08,1.14,2.7403e+01,4.384491e-02,-1.3581,true
0.1428571428571428,-0.5641025641025643,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.0740069842686787e-07,22.5,5.207353768741973e-08,0.95,3.0740e+01,4.918421e-02,-1.3082,true
0.1428571428571428,-0.5,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.421834290404615e-07,23.0,2.908298179018935e-08,1.04,3.4218e+01,5.474946e-02,-1.2616,true
0.18367346938775508,-3.0,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.486e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.486e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.935897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.184e+01 predicts growth factor 1.06e+257 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.184e+01 predicts growth factor 1.06e+257 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.089e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.089e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.8076923076923075,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.490e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.490e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.7435897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.050e+01 predicts growth factor 1.15e+228 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.050e+01 predicts growth factor 1.15e+228 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.6794871794871797,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.891e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.891e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.6153846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.033e+01 predicts growth factor 2.49e+224 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.033e+01 predicts growth factor 2.49e+224 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.551282051282051,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.758e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.758e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.4871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=8.638e+00 predicts growth factor 3.67e+187 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=8.638e+00 predicts growth factor 3.67e+187 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.4230769230769234,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.080e+01 predicts growth factor 2.90e+234 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.080e+01 predicts growth factor 2.90e+234 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.358974358974359,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.565e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.565e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.2948717948717947,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.594e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.594e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.230769230769231,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.962e+00 predicts growth factor 2.95e+129 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.962e+00 predicts growth factor 2.95e+129 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.166666666666667,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.921e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.921e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.1025641025641026,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.200e+00 predicts growth factor 6.06e+199 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.200e+00 predicts growth factor 6.06e+199 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-2.0384615384615383,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.003e+00 predicts growth factor 4.43e+108 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.003e+00 predicts growth factor 4.43e+108 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-1.9743589743589745,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.357e+00 predicts growth factor 2.12e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.357e+00 predicts growth factor 2.12e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-1.9102564102564104,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.827e+00 predicts growth factor 1.28e+83 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.827e+00 predicts growth factor 1.28e+83 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-1.8461538461538463,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.230e+00 predicts growth factor 1.39e+70 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.230e+00 predicts growth factor 1.39e+70 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-1.7820512820512822,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.193e+00 predicts growth factor 2.17e+69 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.193e+00 predicts growth factor 2.17e+69 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.18367346938775508,-1.717948717948718,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.16671491260734514,50.0,0.16671491260734514,1.0,1.6671e+07,,,false
0.18367346938775508,-1.653846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.084365915305332e-10,44.5,4.09594976366369e-11,0.95,1.0844e-02,1.734989e-05,-4.7607,true
0.18367346938775508,-1.5897435897435899,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.815126690450093e-10,50.0,8.815126690450093e-10,0.95,8.8151e-02,1.410423e-04,-3.8507,true
0.18367346938775508,-1.5256410256410258,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.4176526591803567e-09,43.0,4.3337987520810636e-10,0.95,2.4177e-01,3.868252e-04,-3.4125,true
0.18367346938775508,-1.4615384615384617,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,4.6527514663153515e-09,47.5,3.4344795799020115e-09,0.92,4.6528e-01,7.444418e-04,-3.1282,true
0.18367346938775508,-1.3974358974358976,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,7.405818900035676e-09,37.0,6.596635210845526e-09,0.91,7.4058e-01,1.184933e-03,-2.9263,true
0.18367346938775508,-1.3333333333333335,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.1038697271332567e-08,40.0,2.8094916623309825e-09,0.93,1.1039e+00,1.766195e-03,-2.7530,true
0.18367346938775508,-1.2692307692307694,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.5346353282202775e-08,43.0,2.42631503111117e-09,0.95,1.5346e+00,2.455422e-03,-2.6099,true
0.18367346938775508,-1.2051282051282053,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.0297028486406998e-08,46.0,1.2526825675528317e-08,1.21,2.0297e+00,3.247531e-03,-2.4884,true
0.18367346938775508,-1.1410256410256412,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.5870764567424878e-08,49.0,2.473173605562944e-08,1.12,2.5871e+00,4.139331e-03,-2.3831,true
0.18367346938775508,-1.076923076923077,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.192973309912169e-08,10.0,2.9652064858559676e-08,0.98,3.1930e+00,5.108768e-03,-2.2917,true
0.18367346938775508,-1.012820512820513,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.884867256767603e-08,33.5,2.4562970573473016e-08,1.37,3.8849e+00,6.215801e-03,-2.2065,true
0.18367346938775508,-0.9487179487179489,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,4.6747243505294894e-08,11.5,1.3802085916032376e-08,1.23,4.6747e+00,7.479575e-03,-2.1261,true
0.18367346938775508,-0.884615384615385,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,5.520499826796029e-08,36.5,5.070445624133833e-09,1.09,5.5205e+00,8.832818e-03,-2.0539,true
0.18367346938775508,-0.8205128205128207,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.426234210349039e-08,38.5,4.561276264080053e-09,1.0,6.4262e+00,1.028200e-02,-1.9879,true
0.18367346938775508,-0.7564102564102564,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,7.415616559245297e-08,40.0,1.4517418751463081e-08,1.0,7.4156e+00,1.186501e-02,-1.9257,true
0.18367346938775508,-0.6923076923076925,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.459199734307988e-08,41.5,3.360738448982374e-08,1.01,8.4592e+00,1.353475e-02,-1.8685,true
0.18367346938775508,-0.6282051282051286,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,9.580658009944098e-08,15.0,5.849386916670878e-08,0.93,9.5807e+00,1.532908e-02,-1.8145,true
0.18367346938775508,-0.5641025641025643,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.0788415480473604e-07,15.0,8.528812208576604e-08,0.99,1.0788e+01,1.726150e-02,-1.7629,true
0.18367346938775508,-0.5,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.2013324311725873e-07,47.5,1.1046940530743821e-07,1.02,1.2013e+01,1.922136e-02,-1.7162,true
0.22448979591836715,-3.0,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.391e+01 predicts growth factor 1.25e+302 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.391e+01 predicts growth factor 1.25e+302 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.935897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.291e+01 predicts growth factor 2.56e+280 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.291e+01 predicts growth factor 2.56e+280 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.162e+01 predicts growth factor 1.99e+252 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.162e+01 predicts growth factor 1.99e+252 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.8076923076923075,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.022e+01 predicts growth factor 7.01e+221 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.022e+01 predicts growth factor 7.01e+221 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.7435897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=8.852e+00 predicts growth factor 1.63e+192 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=8.852e+00 predicts growth factor 1.63e+192 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.6794871794871797,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=7.605e+00 predicts growth factor 1.40e+165 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=7.605e+00 predicts growth factor 1.40e+165 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.6153846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.265e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.265e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.551282051282051,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.211e+01 predicts growth factor 9.33e+262 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.211e+01 predicts growth factor 9.33e+262 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.4871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=7.913e+00 predicts growth factor 6.91e+171 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=7.913e+00 predicts growth factor 6.91e+171 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.4230769230769234,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.850e+00 predicts growth factor 1.10e+127 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.850e+00 predicts growth factor 1.10e+127 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.358974358974359,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.076e+00 predicts growth factor 1.24e+197 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.076e+00 predicts growth factor 1.24e+197 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
0.22448979591836715,-2.2948717948717947,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.386e+00 predicts growth factor 9.00e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.386e+00 predicts growth factor 9.00e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
