alpha1,alpha2,alpha3,delta1,kappa,B0,grid_shape,t_end,dt,scheme,bc,error,run_status,error_message,solver_exit_code,P_max,P_max_time,P_final,wall_time_s
-0.13671943760543348,-1.1462360239423954,0.9846814494140175,0.9456878399037065,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,1870602063.3809483,50.0,1870602063.3809483,0.99
-0.4462644073889579,-2.2497563013051565,3.109378316742552,0.9940073719119709,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=12.5: amplitude ratio 1.95e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=12.5: amplitude ratio 1.95e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
-0.9347473336859755,-1.9916644244145563,0.8050056723677601,0.2751320386710234,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=3.5: amplitude ratio 2.48e+09 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=3.5: amplitude ratio 2.48e+09 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
-0.21740851751039836,-0.24300772657325753,3.0499660283890764,-0.8326304843048913,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,2.5219327967481706e-06,50.0,2.5219327967481706e-06,1.07
-1.8648019083132807,-0.83161343905816,0.37010554088842157,-0.8891794246572156,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=11.5: amplitude ratio 3.15e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=11.5: amplitude ratio 3.15e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
1.710518082451573,-2.334800193462045,4.608857548405034,-0.4090591266364876,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,2.247165079978689e-06,47.5,1.8056928912319558e-06,1.1
-0.6115700505735695,-1.417435484247286,2.377111607646079,-0.8138027733479221,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=15: amplitude ratio 2.03e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=15: amplitude ratio 2.03e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
1.8427438126474547,-2.8191102613982872,0.6314743030112526,-0.40289054864893237,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,2.0195554492024957e-06,46.0,1.2302364934565832e-06,1.53
-1.2604354965722435,-0.6669671569882167,0.5197475935403748,0.6177044156998779,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=8: amplitude ratio 1.12e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=8: amplitude ratio 1.12e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
1.1051334388266594,-0.6354725152810348,2.9429356216671754,0.8508682064898614,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,8.171624375594098e-08,49.5,7.900763902140719e-08,1.11
0.21989723566980945,-0.3753867195082541,3.7906367098628673,-0.9120041741962079,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,6.73480199743215e-10,43.0,5.816400771125678e-10,0.94
1.5202163756231064,-0.4578427000715415,0.7337320482514763,-0.8410233530840674,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,1.875257000508765e-07,41.5,7.202133567734472e-08,0.93
1.0618174223819112,-2.1689417004130234,4.81822246559288,-0.6791898910190621,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,3.7741217796757896e-08,47.5,2.346315681268494e-08,0.88
0.46378518579283945,-0.045246410284850214,2.7218479312142465,0.19684814386670357,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,4.238458596964907e-05,25.5,1.325769955432274e-06,0.91
-1.6804477402136693,-2.2436194374132685,0.8682941410275837,-0.4465649574180376,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=0.5: amplitude ratio 5.64e+09 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=0.5: amplitude ratio 5.64e+09 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
1.1340678968110298,-1.7608398525079214,2.5392504862857015,0.23449576578512632,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,1.4914223957310413e-05,16.5,1.472823876081148e-05,1.13
0.6828753261878928,-1.9463765341802035,2.0639277037272232,-0.11124235200577193,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,8.332306724256593e-05,33.5,4.423858831112556e-05,1.28
-1.1108462887026365,-0.8614268974421697,2.752924546996126,-0.7743405796412718,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=5: amplitude ratio 1.44e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=5: amplitude ratio 1.44e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
0.9163825624950435,-2.8065552230277286,0.28123291770436876,0.6697301474321455,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,2.8592783174749306e-08,50.0,2.8592783174749306e-08,1.02
1.1853388524218138,-0.7222963350757787,4.5157998211796615,0.27835756953844637,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,1.7162702405941722e-05,18.0,1.554587093785273e-05,1.0
-0.3488232107723612,-0.8879672928573648,2.873867527588395,-0.4334672354377449,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,141.02350813415757,50.0,141.02350813415757,0.99
1.2255257811058802,-0.8051608471410541,3.9977397904485708,-0.17743776474788586,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,0.00010905627011675502,38.0,8.375781032428808e-05,1.05
0.47634313629663794,-1.7223077079865858,4.0071990829964825,0.8086403748976048,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,8.24498194162966e-06,50.0,8.24498194162966e-06,1.19
1.507128539501326,-1.0525746097867947,0.24408516805823433,-0.34606776296105435,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,8.265882481980376e-06,41.5,2.9422691829157248e-06,1.62
1.6672114799184725,-1.8964218051481097,4.305294683535546,0.4671024426910211,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,1.6112626257261052e-06,43.0,3.65492484345447e-07,1.2
0.1558952187949907,-1.56845809792023,1.332488696925396,0.5576672789679618,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,9.381939599147083e-07,50.0,9.381939599147083e-07,1.08
